model
OPPO Reno7 Pro(5G)
OPPO Reno 7 4G / Reno 8 4G
OPPO Reno7(5G)
OPPO Reno7 SE
OPPO Reno6 Pro+
OPPO Reno6 Pro
OPPO Reno6(4G)
OPPO Reno6
OPPO Reno5 Pro+
OPPO Reno5 Pro
OPPO Reno5
OPPO Reno4 Pro
OPPO Reno4 Pro 4G
OPPO Reno4 (4G)
OPPO Reno4
OPPO Reno3 Pro
OPPO Reno4 SE
OPPO Reno3
OPPO Reno2 Z
OPPO Reno2
OPPO Reno
OPPO Reno Z
OPPO Reno ACE
OPPO Reno ACE2
OPPO R17 Pro
OPPO R17
OPPO R15 Pro
OPPO R15 Dream version
OPPO R15 Standard version
OPPO R11s Plus
OPPO R11 Plus
OPPO R11s
OPPO R11
OPPO R9 Plus
OPPO R9s
OPPO R9
OPPO K10x (5G)
OPPO K10
OPPO Reno 10x zoom
OPPO K9x(5G)
OPPO K9s(5G)
OPPO K9 Pro (5G)
OPPO K9 5G
OPPO Find X7 Ultra 5G
OPPO Find X7 5G
OPPO Find X6 Pro
OPPO Find X6
OPPO K1
OPPO Find X5 pro
OPPO Find X5
OPPO Find X3 | 3 Pro
OPPO Find X2 Pro
OPPO Find X2
OPPO Find X
OPPO F11 Pro
OPPO F11
OPPO F7
OPPO F9
OPPO F5
OPPO A97 5G
OPPO F3 | A77
OPPO A96(5G)
OPPO A95 (5G)
OPPO A94(5G)
OPPO A93 (5G)
OPPO A93s (5G)
OPPO A92s
OPPO A91
OPPO A83
OPPO A72
OPPO A71
OPPO A59
OPPO A57
OPPO A77 5G
OPPO A55 | A53S | A56
OPPO A55S
OPPO A53/A53S
OPPO A52
OPPO A37
OPPO A17
OPPO A16 | A54S
OPPO A16S 4G
OPPO A15
OPPO A9 (2020)
OPPO A8
OPPO A7
OPPO A5 | A3s
OPPO ACE2
OPPO A3 4G
OPPO A1 5G | A98 5G | F23 5G
vivo Z6
vivo Z5
vivo Z5x
vivo Y97
vivo Y93
vivo Y91C/Y1s
vivo Y91 | Y95
vivo Y83
vivo Y81
vivo Y77(5G)
vivo Y78
vivo Z1
vivo Y76S(5G)
vivo Y76S
vivo Y73s
vivo Y71
vivo Y70s
vivo Y67
vivo Y66
vivo Y55 4G
vivo Y55S
vivo Y53
vivo Y53S | iQOO Z3 | Y72(5G)
vivo Y52s
